ITEM,CÓDIGO,DESCRIÇÃO,FONTE,UND,QUANTIDADE,"PREÇO UNITÁRIO R$","PREÇO TOTAL R$"
18.2.9,FNDE 393,"DISJUNTOR TETRAPOLAR TIPO DR, CORRENTE NOMINAL DE 125A - 30mA",PRÓPRIA,UN,"1,00","R$ 531,34","R$ 531,34"
18.2.10,FNDE 87,"DISJUNTOR BIPOLAR TIPO DR, CORRENTE NOMINAL DE 40A - 30mA",PRÓPRIA,UN,"1,00","R$ 226,95","R$ 226,95"
18.2.11,FNDE 86,"DISJUNTOR BIPOLAR TIPO DR, CORRENTE NOMINAL DE 25A - 30mA",PRÓPRIA,UN,"3,00","R$ 220,54","R$ 661,62"
18.2.12,FNDE 83,"DISJUNTOR TETRAPOLAR TIPO DR, CORRENTE NOMINAL DE 25A - 30mA",PRÓPRIA,UN,"32,00","R$ 248,53","R$ 7.952,96"
18.2.13,FNDE 88,DISPOSITIVO CONTRA SURTO - DPS 40 kA,PRÓPRIA,UN,"32,00","R$ 161,56","R$ 5.169,92"
18.2.14,FNDE 89,DISPOSITIVO CONTRA SURTO - DPS 80 kA,PRÓPRIA,UN,"20,00","R$ 272,35","R$ 5.447,00"
18.2.15,93667,"DISJUNTOR TRIPOLAR TIPO DIN, CORRENTE NOMINAL DE 10A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"10,00","R$ 100,73","R$ 1.007,30"
18.2.16,93668,"DISJUNTOR TRIPOLAR TIPO DIN, CORRENTE NOMINAL DE 16A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"3,00","R$ 102,85","R$ 308,55"
18.2.17,93664,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 32A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"2,00","R$ 88,37","R$ 176,74"
18.2.18,93665,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 40A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"1,00","R$ 92,49","R$ 92,49"
18.2.19,93666,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 50A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"2,00","R$ 99,27","R$ 198,54"
18.2.20,101894,"DISJUNTOR TRIPOLAR TIPO NEMA, CORRENTE NOMINAL DE 60 ATÉ 100A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"3,00","R$ 212,88","R$ 638,64"
18.2.21,101895,"DISJUNTOR TERMOMAGNÉTICO TRIPOLAR , CORRENTE NOMINAL DE 125A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"4,00","R$ 591,77","R$ 2.367,08"
18.2.22,101897,"DISJUNTOR TERMOMAGNÉTICO TRIPOLAR , CORRENTE NOMINAL DE 250A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"2,00","R$ 1.444,20","R$ 2.888,40"
18.3,ELETRODUTO E ACESSÓRIOS,,,,,,"R$ 90.601,97"
18.3.1,91834,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",SINAPI,M,"184,30","R$ 19,46","R$ 3.586,48"
18.3.2,91836,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",SINAPI,M,"1.235,07","R$ 22,77","R$ 28.122,54"
18.3.3,91860,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"1,50","R$ 13,41","R$ 20,12"
18.3.4,91866,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"3,00","R$ 9,52","R$ 28,56"
18.3.5,FNDE 90,"ELETRODUTO RIGIDO, EM ACO ZINCADO OU GALVANIZADO, TIPO PESADO, DN=1"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"59,78","R$ 35,01","R$ 2.092,90"
18.3.6,FNDE 91,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=1 1/2"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"51,85","R$ 49,40","R$ 2.561,39"
18.3.7,FNDE 92,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=1 1/4"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"132,65","R$ 42,78","R$ 5.674,77"
18.3.8,FNDE 93,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=2"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"42,65","R$ 59,25","R$ 2.527,01"
18.3.9,FNDE 94,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=3/4"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"650,08","R$ 31,37","R$ 20.393,01"
18.3.10,FNDE 95,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=4"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"110,60","R$ 87,19","R$ 9.643,21"
18.3.11,97886,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M. AF_12/2020",SINAPI,UN,"7,00","R$ 183,11","R$ 1.281,77"
18.3.12,97887,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,4X0,4X0,4 M. AF_12/2020",SINAPI,UN,"10,00","R$ 287,48","R$ 2.874,80"
18.3.13,FNDE 305,"CAIXA DE PASSAGEM/ LUZ / TELEFONIA, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, DIMENSOES 20 X 20 X *12* CM (PADRAO CONCESSIONARIA LOCAL)",PRÓPRIA,UN,"1,00","R$ 71,47","R$ 71,47"
18.3.14,FNDE 306,"CAIXA DE PASSAGEM/ LUZ / TELEFONIA, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, DIMENSOES 40 X 40 X *12* CM (PADRAO CONCESSIONARIA LOCAL)",PRÓPRIA,UN,"1,00","R$ 134,47","R$ 134,47"
18.3.15,91940,"CAIXA RETANGULAR 4"" X 2"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"10,00","R$ 19,97","R$ 199,70"
18.3.16,91937,"CAIXA OCTOGONAL 3"" X 3"", PVC, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"45,00","R$ 17,63","R$ 793,35"
18.3.17,92658,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 25 (1""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"111,00","R$ 31,71","R$ 3.519,81"
18.3.18,92662,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 40 (1 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"16,00","R$ 44,49","R$ 711,84"
18.3.19,92660,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 32 (1 1/4""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"35,00","R$ 38,69","R$ 1.354,15"
18.3.20,92658,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 25 (1""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"2,00","R$ 31,71","R$ 63,42"
18.3.21,92664,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 50 (2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"11,00","R$ 59,58","R$ 655,38"
18.3.22,92668,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 (3""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"24,00","R$ 132,51","R$ 3.180,24"
18.3.23,95795,"CONDULETE DE ALUMÍNIO, TIPO T, PARA ELETRODUTO DE AÇO GALVANIZADO DN 20 MM (3/4''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022",SINAPI,UN,"22,00","R$ 33,26","R$ 731,72"
18.3.24,95787,"CONDULETE DE ALUMÍNIO, TIPO LR, PARA ELETRODUTO DE AÇO GALVANIZADO DN 20 MM (3/4''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022",SINAPI,UN,"13,00","R$ 29,22","R$ 379,86"
18.4,CABOS E FIOS CONDUTORES,,,,,,"R$ 317.422,39"
18.4.1,91926,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"6.168,60","R$ 5,18","R$ 31.953,35"
18.4.2,91928,"CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"2.722,90","R$ 8,08","R$ 22.001,03"
18.4.3,91930,"CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"4.200,10","R$ 11,32","R$ 47.545,13"
18.4.4,91932,"CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"431,30","R$ 20,40","R$ 8.798,52"
18.4.5,91929,"CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"350,50","R$ 8,65","R$ 3.031,83"
18.4.6,91931,"CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,M,"4,50","R$ 12,25","R$ 55,13"
18.4.7,92980,"CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,M,"161,10","R$ 13,18","R$ 2.123,30"
18.4.8,92982,"CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,M,"924,22","R$ 20,89","R$ 19.306,96"
18.4.9,92984,"CABO DE COBRE FLEXÍVEL ISOLADO, 25 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",SINAPI,M,"719,62","R$ 34,32","R$ 24.697,36"
18.4.10,92988,"CABO DE COBRE FLEXÍVEL ISOLADO, 50 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",SINAPI,M,"155,76","R$ 69,20","R$ 10.778,59"
18.4.11,92992,"CABO DE COBRE FLEXÍVEL ISOLADO, 95 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",SINAPI,M,"50,60","R$ 124,10","R$ 6.279,46"
18.4.12,92996,"CABO DE COBRE FLEXÍVEL ISOLADO, 150 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",SINAPI,M,"256,60","R$ 195,28","R$ 50.108,85"
18.4.13,93002,"CABO DE COBRE FLEXÍVEL ISOLADO, 300 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",SINAPI,M,"221,20","R$ 410,23","R$ 90.742,88"
18.5,ELETROCALHAS,,,,,,"R$ 27.492,23"
18.5.1,FNDE 312,"ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 100MM E ALTURA 50MM, INCLUSIVE EMENDA E FIXAÇÃO - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"21,60","R$ 146,87","R$ 3.172,39"
18.5.2,FNDE 314,"ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 150MM E ALTURA 50MM, INCLUSIVE EMENDA E FIXAÇÃO - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"11,40","R$ 172,43","R$ 1.965,70"
18.5.3,FNDE 25,"ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 50MM E ALTURA 50MM, INCLUSIVE EMENDA E FIXAÇÃO - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"166,30","R$ 115,87","R$ 19.269,18"
18.5.4,104764,"SUPORTE PARA 2 ELETRODUTOS, ESPAÇADO A CADA 80 CM, EM PERFILADO COM COMPRIMENTO DE 25 CM FIXADO EM LAJE, POR METRO DE ELETRODUTO FIXADO. AF_09/2023",SINAPI,M,"143,62","R$ 21,48","R$ 3.084,96"
18.6,ILUMINAÇÃO E TOMADAS,,,,,,"R$ 39.993,75"
18.6.1,92000,"TOMADA BAIXA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"194,00","R$ 37,45","R$ 7.265,30"
18.6.2,92001,"TOMADA BAIXA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"36,00","R$ 40,39","R$ 1.454,04"
18.6.3,91955,"INTERRUPTOR PARALELO (1 MÓDULO), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"6,00","R$ 43,22","R$ 259,32"
18.6.4,92029,"INTERRUPTOR PARALELO (1 MÓDULO) COM 1 TOMADA DE EMBUTIR 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"8,00","R$ 68,21","R$ 545,68"
18.6.5,91953,"INTERRUPTOR SIMPLES (1 MÓDULO), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"40,00","R$ 35,60","R$ 1.424,00"
18.6.6,91959,"INTERRUPTOR SIMPLES (2 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"13,00","R$ 54,49","R$ 708,37"
18.6.7,91967,"INTERRUPTOR SIMPLES (3 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"2,00","R$ 73,37","R$ 146,74"
18.6.8,91969,"INTERRUPTOR PARALELO (3 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"2,00","R$ 96,18","R$ 192,36"
18.6.9,FNDE 309,"ESPELHO / PLACA CEGA 4"" X 2"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES",PRÓPRIA,UN,"16,00","R$ 16,47","R$ 263,52"
18.6.10,FNDE 96,"LUMINÁRIA DE EMBUTIR, COM LÂMPADA LED DE 18 W",PRÓPRIA,UN,"29,00","R$ 49,87","R$ 1.446,23"
18.6.11,FNDE 97,"LUMINÁRIA DE EMBUTIR, COM LÂMPADA LED DE 31 W",PRÓPRIA,UN,"20,00","R$ 121,13","R$ 2.422,60"
18.6.12,FNDE 308,"LUMINÁRIA DE EMBUTIR, COM LÂMPADA LED DE 39 W",PRÓPRIA,UN,"95,00","R$ 121,13","R$ 11.507,35"
18.6.13,100903,"LÂMPADA TUBULAR LED DE 18/20 W, COM SOQUETE, BASE G13 - FORNECIMENTO E INSTALAÇÃO. AF_09/2024_PS",SINAPI,UN,"86,00","R$ 30,31","R$ 2.606,66"
18.6.14,FNDE 98,"REFLETOR EM ALUMÍNIO, DE SUPORTE E ALÇA, COM LÂMPADA LED DE 200 W",PRÓPRIA,UN,"18,00","R$ 134,63","R$ 2.423,34"
18.6.15,97607,"LUMINÁRIA ARANDELA TIPO TARTARUGA, DE SOBREPOR, COM 1 LÂMPADA LED DE 6 W, SEM REATOR - FORNECIMENTO E INSTALAÇÃO. AF_09/2024",SINAPI,UN,"46,00","R$ 107,90","R$ 4.963,40"
18.6.16,FNDE 99,LUMINÁRIA TIPO SPOT BALIZADOR LED 12W,PRÓPRIA,UN,"18,00","R$ 131,38","R$ 2.364,84"
19,INSTALAÇÕES DE CLIMATIZAÇÃO,,,,,,"R$ 37.018,04"
19.1,DUTOS,,,,,,"R$ 34.910,45"
19.1.1,97328,"TUBO EM COBRE FLEXÍVEL, DN 3/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",SINAPI,M,"156,00","R$ 64,07","R$ 9.994,92"
19.1.2,97327,"TUBO EM COBRE FLEXÍVEL, DN 1/4"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL FORNECIMENTO E INSTALAÇÃO. AF_12/2015",SINAPI,M,"18,00","R$ 40,10","R$ 721,80"
19.1.3,FNDE 310,"TUBO EM COBRE FLEXÍVEL, DN 3/4"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"140,00","R$ 121,11","R$ 16.955,40"
19.1.4,97330,"TUBO EM COBRE FLEXÍVEL, DN 5/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",SINAPI,M,"16,00","R$ 102,85","R$ 1.645,60"
19.1.5,97333,"TUBO EM COBRE FLEXÍVEL, DN 1/2"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",SINAPI,M,"18,00","R$ 84,16","R$ 1.514,88"
19.1.6,FNDE 703,"VIGA METÁLICA EM PERFIL LAMINADO OU SOLDADO EM AÇO ESTRUTURAL, COM CONEXÕES PARAFUSADAS, INCLUSOS MÃO DE OBRA, TRANSPORTE E IÇAMENTO UTILIZANDO GUINDASTE - FORNECIMENTO E INSTALAÇÃO. AF_01/2020_PSA",PRÓPRIA,KG,"257,44","R$ 15,84","R$ 4.077,85"
19.2,DRENO,,,,,,"R$ 2.107,59"
19.2.1,89865,"TUBO, PVC, SOLDÁVEL, DE 25MM, INSTALADO EM DRENO DE AR-CONDICIONADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2022",SINAPI,M,"55,00","R$ 18,66","R$ 1.026,30"
19.2.2,89866,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM DRENO DE AR-CONDICIONADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2022",SINAPI,UN,"105,00","R$ 7,99","R$ 838,95"
19.2.3,104014,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 40 X 25 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"21,00","R$ 11,54","R$ 242,34"
20,INSTALAÇÕES DE CABEAMENTO ESTRUTURADO,,,,,,"R$ 122.811,00"
20.1,EQUIPAMENTOS PASSIVOS,,,,,,"R$ 22.922,27"
20.1.1,FNDE 76,SWITCH TIPO 24 PORTAS,PRÓPRIA,UN,"5,00","R$ 2.963,18","R$ 14.815,90"
20.1.2,98301,"PATCH PANEL 24 PORTAS, CATEGORIA 5E - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",SINAPI,UN,"10,00","R$ 675,37","R$ 6.753,70"
20.1.3,100555,RACK ABERTO EM COLUNA 44U PARA SERVIDOR - FORNECIMENTO E INSTALAÇÃO. AF_11/2019,SINAPI,UN,"1,00","R$ 1.352,67","R$ 1.352,67"
20.2,CABOS,,,,,,"R$ 50.595,82"
20.2.1,98297,"CABO ELETRÔNICO CATEGORIA 6, INSTALADO EM EDIFICAÇÃO INSTITUCIONAL - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",SINAPI,M,"5.034,41","R$ 10,05","R$ 50.595,82"
20.3,ACESSÓRIOS,,,,,,"R$ 7.139,95"
20.3.1,98307,TOMADA DE REDE RJ45 - FORNECIMENTO E INSTALAÇÃO. AF_11/2019,SINAPI,UN,"56,00","R$ 59,77","R$ 3.347,12"
20.3.2,95795,"CONDULETE DE ALUMÍNIO, TIPO T, PARA ELETRODUTO DE AÇO GALVANIZADO DN 20 MM (3/4''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022",SINAPI,UN,"9,00","R$ 33,26","R$ 299,34"
20.3.3,95795,"CONDULETE DE ALUMÍNIO, TIPO T, PARA ELETRODUTO DE AÇO GALVANIZADO DN 20 MM (3/4''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022",SINAPI,UN,"4,00","R$ 33,26","R$ 133,04"
20.3.4,91943,"CAIXA RETANGULAR 4"" X 4"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",SINAPI,UN,"1,00","R$ 23,53","R$ 23,53"
20.3.5,92370,"LUVA, EM FERRO GALVANIZADO, DN 25 (1""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"2,00","R$ 42,03","R$ 84,06"
20.3.6,92662,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 40 (1 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"38,00","R$ 44,49","R$ 1.690,62"
20.3.7,92662,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 40 (1 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"8,00","R$ 44,49","R$ 355,92"
20.3.8,92666,"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 65 (2 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"8,00","R$ 94,00","R$ 752,00"
20.3.9,92694,"NIPLE, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 20 (3/4""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"18,00","R$ 25,24","R$ 454,32"
20.3.10,00038084,"TOMADA PARA ANTENA DE TV, CABO COAXIAL DE 9 MM, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)",SINAPI,UN,"0,00","R$ 20,92","R$ 0,00"
20.4,CAIXAS E QUADROS,,,,,,"R$ 5.612,60"
20.4.1,FNDE 31,"CAIXA DE CONCRETO ARMADO PRE-MOLDADO, COM FUNDO E TAMPA, DIMENSOES DE 0,30 X 0,30 X 0,30 M",PRÓPRIA,UN,"6,00","R$ 449,64","R$ 2.697,84"
20.4.2,100557,CAIXA DE PASSAGEM PARA TELEFONE 80X80X15CM (SOBREPOR) FORNECIMENTO E INSTALACAO. AF_11/2019,SINAPI,UN,"2,00","R$ 415,00","R$ 830,00"
20.4.3,101795,"CAIXA ENTERRADA PARA INSTALAÇÕES TELEFÔNICAS TIPO R1, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 0,35X0,60X0,60 M, EXCLUINDO TAMPÃO. AF_12/2020",SINAPI,UN,"3,00","R$ 656,23","R$ 1.968,69"
20.4.4,100556,"CAIXA DE PASSAGEM PARA TELEFONE 15X15X10CM (SOBREPOR), FORNECIMENTO E INSTALACAO. AF_11/2019",SINAPI,UN,"3,00","R$ 38,69","R$ 116,07"
20.5,ELETROCALHA E ELETRODUTOS,,,,,,"R$ 36.540,36"
20.5.1,91834,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",SINAPI,M,"167,49","R$ 19,46","R$ 3.259,36"
20.5.2,91834,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",SINAPI,M,"106,19","R$ 19,46","R$ 2.066,46"
20.5.3,91836,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",SINAPI,M,"9,90","R$ 22,77","R$ 225,42"
